date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2021-08-14 14:00:00,1,0.668082,6,"{att:385,def:19}",1.32714,0,"{att:253,def:22}",h,Leicester,3,0.779900000000000037658764995285309851169586181640625,w,-0.659058,7,1.32714,1,0,0,2021-22,0.668082
2021-08-23 19:00:00,0,0.62676,5,"{att:327,def:14}",2.28613,4,"{att:284,def:22}",a,Leicester,0,0.336199999999999998845368054389837197959423065185546875,l,-1.65937,5,2.28613,1,1,0,2021-22,0.62676
2021-08-28 14:00:00,1,1.27371,3,"{att:274,def:25}",1.44084,1,"{att:193,def:22}",a,Leicester,3,1.1889000000000000678568312650895677506923675537109375,w,0.5940389999999999,2,0.679671,2,0,0,2021-22,1.27371
2021-09-11 14:00:00,0,0.8001,6,"{att:246,def:26}",2.75058,1,"{att:311,def:4}",h,Leicester,0,0.2819000000000000394351218346855603158473968505859375,l,-1.9504799999999998,14,2.75058,0,1,0,2021-22,0.8001
2021-09-19 13:00:00,0,1.25373,12,"{att:289,def:21}",1.47438,2,"{att:186,def:21}",a,Leicester,0,1.1498999999999999221955704342690296471118927001953125,l,0.54052,6,0.71321,1,1,0,2021-22,1.25373
2021-09-25 14:00:00,0,2.16233,17,"{att:324,def:23}",0.428866,2,"{att:118,def:13}",h,Leicester,1,2.569900000000000073185901783290319144725799560546875,d,1.733464,9,0.428866,2,0,1,2021-22,2.16233
2021-10-03 13:00:00,0,1.04322,1,"{att:204,def:30}",1.1703,2,"{att:317,def:34}",a,Leicester,1,1.282200000000000006394884621840901672840118408203125,d,-0.12707999999999986,13,1.1703,2,0,1,2021-22,1.04322
2021-10-16 14:00:00,1,2.96611,10,"{att:321,def:26}",1.02494,2,"{att:279,def:21}",h,Leicester,3,2.62380000000000013216094885137863457202911376953125,w,1.94117,4,1.02494,4,0,0,2021-22,2.96611
2021-10-24 13:00:00,1,1.00254,5,"{att:216,def:37}",1.16789,1,"{att:256,def:12}",a,Leicester,3,1.18020000000000013784529073745943605899810791015625,w,-0.1653500000000001,7,1.16789,2,0,0,2021-22,1.00254
2021-10-30 11:30:00,0,1.98801,9,"{att:374,def:15}",1.10288,2,"{att:173,def:19}",h,Leicester,0,2.083299999999999929656269159750081598758697509765625,l,0.88513,5,1.10288,0,1,0,2021-22,1.98801
2021-11-07 14:00:00,0,0.795292,4,"{att:193,def:22}",1.96551,1,"{att:224,def:18}",a,Leicester,1,0.452000000000000012878587085651815868914127349853515625,d,-1.1702180000000002,5,1.96551,1,0,1,2021-22,0.795292
2021-11-20 12:30:00,0,0.499504,1,"{att:204,def:23}",2.57178,3,"{att:360,def:36}",h,Leicester,0,0.164700000000000013056222769591840915381908416748046875,l,-2.072276,8,2.57178,0,1,0,2021-22,0.499504
2021-11-28 14:00:00,1,2.16027,8,"{att:185,def:37}",2.38383,2,"{att:118,def:10}",h,Leicester,3,1.236299999999999954525264911353588104248046875,w,0.5376100000000001,4,1.62266,4,0,0,2021-22,2.16027
2021-12-01 19:30:00,0,1.4401,5,"{att:262,def:26}",1.91169,2,"{att:159,def:18}",a,Leicester,1,1.00039999999999995594635038287378847599029541015625,d,-0.47158999999999995,10,1.91169,2,0,1,2021-22,1.4401
2021-12-05 16:30:00,0,0.982614,12,"{att:270,def:20}",1.84818,2,"{att:159,def:39}",a,Leicester,0,0.73680000000000001048050535246147774159908294677734375,l,-0.865566,7,1.84818,1,1,0,2021-22,0.982614
2021-12-12 14:00:00,1,2.05771,8,"{att:229,def:31}",0.511934,0,"{att:219,def:18}",h,Leicester,3,2.601699999999999679545226172194816172122955322265625,w,0.784606,7,0.511934,4,0,0,2021-22,1.29654
2021-12-26 15:00:00,0,2.43425,6,"{att:215,def:24}",3.82869,6,"{att:473,def:11}",a,Leicester,0,0.55740000000000000657252030578092671930789947509765625,l,0.1278999999999999,12,2.30635,3,1,0,2021-22,2.43425
2021-12-28 20:00:00,1,0.615892,6,"{att:204,def:34}",2.72682,0,"{att:223,def:12}",h,Leicester,3,0.1549000000000000099031893796563963405787944793701171875,w,-1.247728,22,1.86362,1,0,0,2021-22,0.615892
2022-01-19 19:30:00,0,1.95031,6,"{att:371,def:23}",4.24711,3,"{att:354,def:12}",h,Leicester,0,0.30559999999999998276933865781757049262523651123046875,l,-2.2968,11,4.24711,2,1,0,2021-22,1.95031
2022-01-23 14:00:00,0,1.70979,10,"{att:235,def:23}",1.19738,1,"{att:301,def:18}",h,Leicester,1,1.798999999999999932498440102790482342243194580078125,d,0.5124099999999998,8,1.19738,1,0,1,2021-22,1.70979
2022-02-10 19:45:00,0,0.544954,5,"{att:190,def:42}",2.72997,2,"{att:355,def:15}",a,Leicester,0,0.175999999999999989785948173448559828102588653564453125,l,-2.1850159999999996,12,2.72997,0,1,0,2021-22,0.544954
2022-02-13 16:30:00,0,1.40693,3,"{att:333,def:21}",0.745068,2,"{att:249,def:22}",h,Leicester,1,1.94969999999999998863131622783839702606201171875,d,-0.09930699999999992,7,0.745068,2,0,1,2021-22,0.645761
2022-02-20 16:30:00,0,1.55048,8,"{att:312,def:12}",0.472777,2,"{att:191,def:25}",a,Leicester,0,2.3895999999999997243094185250811278820037841796875,l,1.077703,4,0.472777,1,1,0,2021-22,1.55048
2022-03-01 19:45:00,1,1.79558,7,"{att:200,def:25}",1.04214,0,"{att:167,def:21}",a,Leicester,3,1.9392000000000002568611989772762171924114227294921875,w,0.7534399999999999,6,1.04214,2,0,0,2021-22,1.79558
2022-03-05 12:30:00,1,0.359129,6,"{att:269,def:24}",2.14389,0,"{att:244,def:21}",h,Leicester,3,0.23680000000000001048050535246147774159908294677734375,w,-1.7847609999999998,12,2.14389,1,0,0,2021-22,0.359129
2022-03-13 16:30:00,0,0.54911,6,"{att:362,def:16}",2.93665,2,"{att:313,def:19}",a,Leicester,0,0.132500000000000006661338147750939242541790008544921875,l,-1.6263699999999999,9,2.17548,0,1,0,2021-22,0.54911
2022-03-20 14:00:00,1,1.27865,6,"{att:304,def:20}",1.72466,1,"{att:254,def:23}",h,Leicester,3,1.010800000000000142819089887780137360095977783203125,w,-0.44601,12,1.72466,2,0,0,2021-22,1.27865
2022-04-02 16:30:00,0,1.07638,4,"{att:283,def:19}",0.902127,1,"{att:317,def:26}",a,Leicester,1,1.4886000000000001453059894629404880106449127197265625,d,0.17425299999999988,7,0.902127,1,0,1,2021-22,1.07638
2022-04-10 13:00:00,1,0.879235,4,"{att:323,def:20}",1.52767,1,"{att:355,def:33}",h,Leicester,3,0.7836000000000000742517158869304694235324859619140625,w,0.20341399999999998,6,0.675821,2,0,0,2021-22,0.879235
2022-04-17 13:15:00,0,0.541084,7,"{att:353,def:28}",2.54294,2,"{att:97,def:29}",a,Leicester,0,0.150799999999999989608312489508534781634807586669921875,l,-2.001856,4,2.54294,1,1,0,2021-22,0.541084
2022-04-20 18:45:00,0,0.786333,12,"{att:362,def:23}",1.68819,1,"{att:169,def:23}",a,Leicester,1,0.644600000000000061817218011128716170787811279296875,d,-0.9018570000000001,6,1.68819,1,0,1,2021-22,0.786333
2022-04-23 14:00:00,0,0.235635,4,"{att:332,def:13}",0.593202,0,"{att:114,def:25}",h,Leicester,1,0.85809999999999997388755446081631816923618316650390625,d,-0.35756699999999997,5,0.593202,0,0,1,2021-22,0.235635
2022-05-01 13:00:00,0,0.274133,2,"{att:405,def:29}",1.65338,3,"{att:232,def:21}",a,Leicester,0,0.339000000000000023536728122053318656980991363525390625,l,-1.3792470000000001,10,1.65338,1,1,0,2021-22,0.274133
