date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2020-09-12 19:00:00,1,1.65911,10,"{att:173,def:27}",0.861445,0,"{att:266,def:11}",a,Newcastle,3,2.05220000000000002415845301584340631961822509765625,w,0.7976650000000001,5,0.861445,2,0,0,2020-21,1.65911
2020-09-20 13:00:00,0,0.520678,3,"{att:206,def:19}",1.8766,3,"{att:251,def:21}",h,Newcastle,0,0.31340000000000001190159082398167811334133148193359375,l,-0.5947819999999999,3,1.11546,0,1,0,2020-21,0.520678
2020-09-27 13:00:00,0,0.942726,4,"{att:184,def:19}",3.18765,1,"{att:357,def:10}",a,Newcastle,1,0.1632000000000000117239551400416530668735504150390625,d,-3.006093,6,3.18765,1,0,1,2020-21,0.181557
2020-10-03 19:00:00,1,1.95629,4,"{att:226,def:24}",0.438849,1,"{att:249,def:12}",h,Newcastle,3,2.61390000000000011226575225009582936763763427734375,w,0.7562709999999999,10,0.438849,3,0,0,2020-21,1.19512
2020-10-17 19:00:00,0,0.867496,3,"{att:206,def:34}",2.21729,4,"{att:340,def:28}",h,Newcastle,0,0.42469999999999996642685573533526621758937835693359375,l,-0.588624,12,1.45612,1,1,0,2020-21,0.867496
2020-10-25 16:30:00,0,0.253685,4,"{att:265,def:26}",0.758626,1,"{att:407,def:13}",a,Newcastle,1,0.7813000000000001055155962603748776018619537353515625,d,-0.5049410000000001,5,0.758626,1,0,1,2020-21,0.253685
2020-11-01 14:00:00,1,2.6311,5,"{att:211,def:24}",1.21805,1,"{att:411,def:12}",h,Newcastle,3,2.452199999999999935340611045830883085727691650390625,w,0.65188,8,1.21805,2,0,0,2020-21,1.86993
2020-11-06 20:00:00,0,0.175633,0,"{att:199,def:35}",0.985828,2,"{att:335,def:20}",a,Newcastle,0,0.5419000000000000483169060316868126392364501953125,l,-0.810195,4,0.985828,0,1,0,2020-21,0.175633
2020-11-21 12:30:00,0,0.368286,3,"{att:124,def:17}",1.81923,2,"{att:443,def:15}",h,Newcastle,0,0.32979999999999998205879592205747030675411224365234375,l,-1.4509439999999998,8,1.81923,0,1,0,2020-21,0.368286
2020-11-27 20:00:00,1,1.27929,4,"{att:186,def:11}",0.534893,0,"{att:269,def:36}",a,Newcastle,3,2.00400000000000044764192352886311709880828857421875,w,0.7443970000000001,12,0.534893,2,0,0,2020-21,1.27929
