date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2020-09-12 14:00:00,0,1.26267,14,"{att:312,def:18}",1.39569,1,"{att:83,def:23}",a,Southampton,0,1.220800000000000107291953099775128066539764404296875,l,-0.13302000000000014,1,1.39569,0,1,0,2020-21,1.26267
2020-09-20 11:00:00,0,2.27708,4,"{att:248,def:23}",2.28004,5,"{att:234,def:27}",h,Southampton,0,1.3364000000000000323296944770845584571361541748046875,l,-0.76413,3,2.28004,2,1,0,2020-21,1.51591
2020-09-26 19:00:00,1,0.706632,6,"{att:230,def:28}",0.347136,0,"{att:275,def:20}",a,Southampton,3,1.70999999999999996447286321199499070644378662109375,w,0.35949600000000004,9,0.347136,1,0,0,2020-21,0.706632
2020-10-04 11:00:00,1,0.949079,6,"{att:301,def:19}",0.161283,0,"{att:163,def:32}",h,Southampton,3,2.11620000000000008100187187665142118930816650390625,w,0.7877959999999999,1,0.161283,2,0,0,2020-21,0.949079
2020-10-17 14:00:00,0,1.42348,5,"{att:251,def:23}",1.98708,3,"{att:336,def:23}",a,Southampton,1,0.8832999999999999740651901447563432157039642333984375,d,-0.5635999999999999,11,1.98708,3,0,1,2020-21,1.42348
2020-10-25 14:00:00,1,0.74151,6,"{att:409,def:35}",0.287054,0,"{att:333,def:24}",h,Southampton,3,1.7525999999999999356958824137109331786632537841796875,w,0.454456,6,0.287054,2,0,0,2020-21,0.74151
2020-11-01 12:00:00,1,1.00333,2,"{att:161,def:23}",2.44855,3,"{att:164,def:22}",a,Southampton,3,0.44259999999999999342747969421907328069210052490234375,w,-0.68405,5,1.68738,4,0,0,2020-21,1.00333
2020-11-06 20:00:00,1,0.985828,4,"{att:335,def:20}",0.175633,0,"{att:199,def:35}",h,Southampton,3,2.100400000000000044764192352886311709880828857421875,w,0.810195,0,0.175633,2,0,0,2020-21,0.985828
2020-11-23 20:00:00,0,1.0785,10,"{att:335,def:27}",1.57479,1,"{att:235,def:19}",a,Southampton,1,0.9612000000000000543565192856476642191410064697265625,d,-0.4962899999999999,5,1.57479,1,0,1,2020-21,1.0785
2020-11-29 14:00:00,0,0.498783,0,"{att:335,def:28}",2.47547,3,"{att:287,def:27}",h,Southampton,0,0.226100000000000023181456754173268564045429229736328125,l,-1.976687,9,2.47547,2,1,0,2020-21,0.498783
2020-12-07 20:00:00,1,1.34801,5,"{att:206,def:22}",2.03376,1,"{att:188,def:31}",a,Southampton,3,0.8063000000000000166977542903623543679714202880859375,w,-0.6857510000000001,9,1.27259,2,0,0,2020-21,0.586839
2020-12-13 12:00:00,1,2.27973,7,"{att:370,def:28}",0.219115,0,"{att:94,def:18}",h,Southampton,3,2.7797000000000000596855898038484156131744384765625,w,2.060615,1,0.219115,3,0,0,2020-21,2.27973
2020-12-16 18:00:00,0,1.11296,11,"{att:342,def:20}",0.661135,1,"{att:207,def:22}",a,Southampton,1,1.7655000000000000692779167366097681224346160888671875,d,0.4518249999999999,6,0.661135,1,0,1,2020-21,1.11296
2020-12-19 15:00:00,0,0.586972,7,"{att:314,def:24}",1.15599,1,"{att:340,def:28}",h,Southampton,0,0.79359999999999997211119762141606770455837249755859375,l,-0.569018,8,1.15599,0,1,0,2020-21,0.586972
2020-12-26 15:00:00,0,0.119709,0,"{att:224,def:26}",0.781855,0,"{att:158,def:35}",a,Southampton,1,0.5728999999999999648281345798750407993793487548828125,d,-0.662146,6,0.781855,0,0,1,2020-21,0.119709
2020-12-29 18:00:00,0,0.670996,7,"{att:321,def:19}",1.07246,0,"{att:150,def:19}",h,Southampton,1,0.9229000000000000536459765498875640332698822021484375,d,-0.40146399999999993,7,1.07246,0,0,1,2020-21,0.670996
2021-01-04 20:00:00,1,0.500436,2,"{att:185,def:31}",1.37204,0,"{att:368,def:19}",h,Southampton,3,0.62209999999999998632205233661807142198085784912109375,w,-0.8716039999999999,21,1.37204,1,0,0,2020-21,0.500436
