date,x_g,key_passes,npg,x_g_chain,h_goals,a_team,roster_id,assists,name,season,a_goals,time,position,id,x_a,x_g_buildup,shots,h_team,npx_g,goals
2023-09-01,0.0,0,0,0.5723549723625183,1,West Ham,608276,0,Amari&#039;i Bell,2023,2,90,DC,21925,0.0,0.5723549723625183,0,Luton,0.0,0
2023-08-25,0.0,0,0,0.11481691151857376,3,Luton,606598,0,Amari&#039;i Bell,2023,0,90,DC,22295,0.0,0.11481691151857376,0,Chelsea,0.0,0
2023-08-12,0.0,0,0,0.0,4,Luton,603773,0,Amari&#039;i Bell,2023,1,90,DC,22278,0.0,0.0,0,Brighton,0.0,0
