date,x_g,key_passes,npg,x_g_chain,h_goals,a_team,roster_id,assists,name,season,a_goals,time,position,id,x_a,x_g_buildup,shots,h_team,npx_g,goals
2020-07-26,0.0,0,0,0.0,3,Sheffield United,411439,0,Leon Clarke,2019,1,17,Sub,12015,0.0,0.0,0,Southampton,0.0,0
2019-09-28,0.42813000082969666,0,0,0.48809200525283813,0,Liverpool,354343,0,Leon Clarke,2019,1,12,Sub,11703,0.0,0.05996190011501312,1,Sheffield United,0.42813000082969666,0
