date,x_g,key_passes,npg,x_g_chain,h_goals,a_team,roster_id,assists,name,season,a_goals,time,position,id,x_a,x_g_buildup,shots,h_team,npx_g,goals
2021-03-13,0.0,0,0,0.0,1,Burnley,456556,0,João Virgínia,2020,2,48,Sub,14707,0.0,0.0,0,Everton,0.0,0
