date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2022-08-06 14:00:00,1,0.88917,5,"{att:181,def:17}",1.10119,1,"{att:325,def:35}",h,Leeds,3,1.1559999999999999165112285481882281601428985595703125,w,-0.21201999999999988,9,1.10119,2,0,0,2022-23,0.88917
2022-08-13 14:00:00,0,1.99694,9,"{att:252,def:19}",1.40906,2,"{att:165,def:34}",a,Leeds,1,1.8274000000000001353583911622990854084491729736328125,d,0.58788,4,1.40906,2,0,1,2022-23,1.99694
2022-08-21 13:00:00,1,2.20971,1,"{att:139,def:30}",0.692492,0,"{att:274,def:32}",h,Leeds,3,2.6486000000000000653699316899292171001434326171875,w,1.5172179999999997,7,0.692492,3,0,0,2022-23,2.20971
2022-08-27 14:00:00,0,1.14874,5,"{att:247,def:20}",1.60986,1,"{att:165,def:30}",a,Leeds,0,1.00150000000000005684341886080801486968994140625,l,-0.46112,6,1.60986,0,1,0,2022-23,1.14874
2022-08-30 19:00:00,0,1.04551,9,"{att:341,def:25}",1.17189,1,"{att:164,def:28}",h,Leeds,1,1.2205999999999999072741729833069257438182830810546875,d,-0.12638000000000016,3,1.17189,1,0,1,2022-23,1.04551
2022-09-03 14:00:00,0,1.796,9,"{att:201,def:30}",2.7485,5,"{att:104,def:31}",a,Leeds,0,0.7258999999999999896971303314785473048686981201171875,l,-0.19134000000000007,5,1.98734,2,1,0,2022-23,1.796
2022-10-02 15:30:00,0,0.298626,6,"{att:230,def:24}",1.89645,0,"{att:240,def:18}",h,Leeds,1,0.2482999999999999929389815633840044029057025909423828125,d,-1.597824,12,1.89645,0,0,1,2022-23,0.298626
2022-10-09 13:00:00,0,1.06564,10,"{att:135,def:19}",1.65194,2,"{att:242,def:38}",a,Leeds,0,0.89789999999999992041921359486877918243408203125,l,-0.5863,5,1.65194,1,1,0,2022-23,1.06564
2022-10-16 13:00:00,0,2.02232,8,"{att:199,def:19}",0.821757,1,"{att:340,def:28}",h,Leeds,0,2.268199999999999771915781821007840335369110107421875,l,0.43939300000000003,5,0.821757,0,1,0,2022-23,1.26115
2022-10-20 19:15:00,0,1.19464,5,"{att:299,def:28}",0.655249,2,"{att:261,def:30}",a,Leeds,0,1.835100000000000175504055732744745910167694091796875,l,0.539391,4,0.655249,0,1,0,2022-23,1.19464
2022-10-23 13:00:00,0,1.96384,8,"{att:279,def:19}",2.47512,3,"{att:181,def:30}",h,Leeds,0,1.0389000000000001566746732351020909845829010009765625,l,-0.51128,3,2.47512,2,1,0,2022-23,1.96384
2022-10-29 18:45:00,1,1.61271,6,"{att:131,def:12}",1.90889,1,"{att:410,def:14}",a,Leeds,3,1.16730000000000000426325641456060111522674560546875,w,-0.2961799999999999,14,1.90889,2,0,0,2022-23,1.61271
2022-11-05 15:00:00,1,2.22532,8,"{att:200,def:13}",1.55594,3,"{att:157,def:33}",h,Leeds,3,1.884100000000000108002495835535228252410888671875,w,-0.09179000000000004,5,1.55594,4,0,0,2022-23,1.46415
2022-11-12 15:00:00,0,1.71731,6,"{att:184,def:11}",2.58046,4,"{att:323,def:15}",a,Leeds,0,0.85559999999999991615595718030817806720733642578125,l,-0.8631500000000001,7,2.58046,3,1,0,2022-23,1.71731
2022-12-28 20:00:00,0,0.603751,7,"{att:158,def:20}",4.16249,3,"{att:459,def:17}",h,Leeds,0,0.061999999999999999555910790149937383830547332763671875,l,-3.558739,13,4.16249,1,1,0,2022-23,0.603751
2022-12-31 15:00:00,0,0.517099,4,"{att:147,def:23}",2.78846,0,"{att:209,def:23}",a,Leeds,1,0.18040000000000000479616346638067625463008880615234375,d,-2.271361,9,2.78846,0,0,1,2022-23,0.517099
2023-01-04 19:45:00,0,1.2577,7,"{att:259,def:27}",1.29245,2,"{att:98,def:23}",h,Leeds,1,1.2827999999999999403144101961515843868255615234375,d,0.7264160000000001,3,0.531284,2,0,1,2022-23,1.2577
2023-01-13 20:00:00,0,2.46295,1,"{att:149,def:20}",1.64599,2,"{att:255,def:41}",a,Leeds,0,1.9722999999999999420907670355518348515033721923828125,l,0.8169600000000001,5,1.64599,1,1,0,2022-23,2.46295
2023-01-22 14:00:00,0,0.374736,7,"{att:190,def:27}",0.17114,0,"{att:167,def:23}",h,Leeds,1,1.444199999999999928235183688229881227016448974609375,d,0.20359600000000003,5,0.17114,0,0,1,2022-23,0.374736
2023-02-05 14:00:00,0,1.12331,7,"{att:303,def:21}",0.3325,1,"{att:100,def:30}",a,Leeds,0,2.1577999999999999403144101961515843868255615234375,l,0.79081,1,0.3325,0,1,0,2022-23,1.12331
2023-02-08 19:00:00,0,0.554798,4,"{att:113,def:20}",2.00007,2,"{att:330,def:27}",a,Leeds,1,0.384500000000000008437694987151189707219600677490234375,d,-1.4452720000000001,11,2.00007,2,0,1,2022-23,0.554798
2023-02-12 14:00:00,0,1.89163,5,"{att:115,def:20}",1.30375,2,"{att:338,def:30}",h,Leeds,0,1.8254999999999999005240169935859739780426025390625,l,0.58788,5,1.30375,0,1,0,2022-23,1.89163
2023-02-18 15:00:00,0,0.597403,6,"{att:193,def:19}",1.53811,1,"{att:206,def:17}",a,Leeds,0,0.59589999999999998525623823297792114317417144775390625,l,-0.9407070000000001,7,1.53811,0,1,0,2022-23,0.597403
