date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2022-08-06 14:00:00,0,0.488895,11,"{att:292,def:25}",0.588341,2,"{att:152,def:23}",a,Aston Villa,0,1.15669999999999983941734171821735799312591552734375,l,-0.09944599999999998,3,0.588341,0,1,0,2022-23,0.488895
2022-08-13 11:30:00,1,2.66696,13,"{att:242,def:13}",1.37507,1,"{att:214,def:23}",h,Aston Villa,3,2.3254000000000001335820343228988349437713623046875,w,1.29189,4,1.37507,2,0,0,2022-23,2.66696
2022-08-20 14:00:00,0,0.803828,3,"{att:251,def:18}",2.91137,3,"{att:252,def:34}",a,Aston Villa,0,0.212199999999999999733546474089962430298328399658203125,l,-1.2027919999999999,8,2.00662,1,1,0,2022-23,0.803828
2022-08-28 13:00:00,0,0.304555,4,"{att:351,def:20}",0.334589,1,"{att:243,def:18}",h,Aston Villa,0,1.15280000000000004689582056016661226749420166015625,l,-0.030034000000000005,3,0.334589,0,1,0,2022-23,0.304555
2022-08-31 18:30:00,0,0.297168,3,"{att:168,def:17}",2.79971,2,"{att:278,def:19}",a,Aston Villa,0,0.0894000000000000072386541205560206435620784759521484375,l,-2.502542,18,2.79971,1,1,0,2022-23,0.297168
2022-09-03 16:30:00,0,0.279392,2,"{att:149,def:11}",1.92143,1,"{att:483,def:11}",h,Aston Villa,1,0.2217000000000000081712414612411521375179290771484375,d,-1.6420379999999999,12,1.92143,1,0,1,2022-23,0.279392
2022-09-16 19:00:00,1,1.34365,6,"{att:201,def:25}",0.218302,0,"{att:232,def:39}",h,Aston Villa,3,2.474699999999999899813474257825873792171478271484375,w,1.125348,2,0.218302,1,0,0,2022-23,1.34365
2022-10-02 15:30:00,0,1.89645,12,"{att:240,def:18}",0.298626,0,"{att:230,def:24}",a,Aston Villa,1,2.606000000000000316191517413244582712650299072265625,d,1.597824,6,0.298626,0,0,1,2022-23,1.89645
2022-10-10 19:00:00,0,0.657187,9,"{att:278,def:11}",0.221346,1,"{att:157,def:22}",a,Aston Villa,1,1.746799999999999908339987086947076022624969482421875,d,0.435841,0,0.221346,1,0,1,2022-23,0.657187
2022-10-16 13:00:00,0,2.44542,6,"{att:203,def:15}",1.23643,2,"{att:379,def:27}",h,Aston Villa,0,2.23059999999999991615595718030817806720733642578125,l,1.20899,5,1.23643,0,1,0,2022-23,2.44542
2022-10-20 18:30:00,0,0.711487,2,"{att:169,def:15}",2.892,3,"{att:279,def:15}",a,Aston Villa,0,0.185400000000000009237055564881302416324615478515625,l,-1.419343,8,2.13083,0,1,0,2022-23,0.711487
2022-10-23 13:00:00,1,3.45617,9,"{att:162,def:22}",1.00462,0,"{att:208,def:29}",h,Aston Villa,3,2.8010999999999999232613845379091799259185791015625,w,1.6903799999999998,3,1.00462,4,0,0,2022-23,2.695
2022-10-29 14:00:00,0,0.270814,2,"{att:193,def:18}",4.18808,4,"{att:280,def:16}",a,Aston Villa,0,0.0113000000000000010158540675320182344876229763031005859375,l,-3.156106,15,3.42692,0,1,0,2022-23,0.270814
