date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2022-08-06 11:30:00,0,2.34111,11,"{att:351,def:19}",1.26822,2,"{att:114,def:18}",a,Liverpool,1,2.2058999999999997498889570124447345733642578125,d,1.834063,4,0.507047,2,0,1,2022-23,2.34111
2022-08-15 19:00:00,0,2.23596,20,"{att:454,def:11}",1.64468,1,"{att:140,def:41}",h,Liverpool,1,1.7697000000000000508038056068471632897853851318359375,d,0.59128,2,1.64468,1,0,1,2022-23,2.23596
2022-08-22 19:00:00,0,1.52301,16,"{att:354,def:20}",2.01764,2,"{att:125,def:19}",a,Liverpool,0,1.018800000000000149924517245381139218807220458984375,l,-0.4946300000000001,8,2.01764,1,1,0,2022-23,1.52301
2022-08-27 14:00:00,1,4.86035,18,"{att:355,def:12}",0.180991,0,"{att:160,def:18}",h,Liverpool,3,2.996900000000000119371179607696831226348876953125,w,4.679359000000001,4,0.180991,9,0,0,2022-23,4.86035
2022-08-31 19:00:00,1,1.76119,13,"{att:361,def:17}",0.643546,1,"{att:119,def:12}",h,Liverpool,3,2.257099999999999884181534071103669703006744384765625,w,1.117644,2,0.643546,2,0,0,2022-23,1.76119
2022-09-03 11:30:00,0,1.38617,12,"{att:254,def:11}",1.39169,0,"{att:146,def:24}",a,Liverpool,1,1.339399999999999923971927273669280111789703369140625,d,-0.005520000000000191,10,1.39169,0,0,1,2022-23,1.38617
2022-10-01 14:00:00,0,2.1515,13,"{att:260,def:15}",2.36567,3,"{att:259,def:20}",h,Liverpool,1,1.221200000000000063238303482648916542530059814453125,d,-0.2141700000000002,7,2.36567,3,0,1,2022-23,2.1515
2022-10-09 15:30:00,0,0.765151,4,"{att:285,def:17}",2.81968,3,"{att:174,def:16}",a,Liverpool,0,0.1378999999999999948041562447542673908174037933349609375,l,-1.2933590000000001,14,2.05851,2,1,0,2022-23,0.765151
2022-10-16 15:30:00,1,1.9992,6,"{att:239,def:19}",0.911493,0,"{att:456,def:16}",h,Liverpool,3,2.17330000000000023163693185779266059398651123046875,w,1.087707,17,0.911493,1,0,0,2022-23,1.9992
2022-10-19 18:30:00,1,2.24066,8,"{att:374,def:14}",2.48649,0,"{att:319,def:25}",h,Liverpool,3,1.1908000000000000806466005087713710963726043701171875,w,0.5153400000000001,4,1.72532,1,0,0,2022-23,2.24066
