date,wins,npxG,deep,ppda_allowed,missed,ppda,h_a,team,pts,xG,xpts,result,npxGD,npxGA,xGA,deep_allowed,scored,loses,draws,season
2018-08-11 17:00:00,1,1.078160000000000007247535904753021895885467529296875,8,"{att:195,def:43}",0,"{att:433,def:19}",a,Crystal Palace,3,1.078160000000000007247535904753021895885467529296875,1.75039999999999995594635038287378847599029541015625,w,0.44008400000000003071676246690913103520870208740234375,0.63807599999999997653077343784389086067676544189453125,0.63807599999999997653077343784389086067676544189453125,3,2,0,0,2018-19
2018-08-20 22:00:00,0,0.368607999999999991214139072326361201703548431396484375,3,"{att:208,def:28}",2,"{att:361,def:12}",h,Crystal Palace,0,0.368607999999999991214139072326361201703548431396484375,0.08960000000000001296740492762182839214801788330078125,l,-1.692051999999999889467972025158815085887908935546875,2.060659999999999936193262328743003308773040771484375,2.821829999999999838422581888153217732906341552734375,17,0,1,0,2018-19
2018-08-26 15:30:00,0,1.2190499999999999669597627871553413569927215576171875,5,"{att:211,def:22}",2,"{att:132,def:20}",a,Crystal Palace,0,1.2190499999999999669597627871553413569927215576171875,1.408399999999999874233935770462267100811004638671875,l,0.0730899999999998772892695342306979000568389892578125,1.145960000000000089670493252924643456935882568359375,1.145960000000000089670493252924643456935882568359375,7,1,1,0,2018-19
2018-09-01 14:00:00,0,2.351929999999999854054522074875421822071075439453125,5,"{att:232,def:23}",2,"{att:215,def:18}",h,Crystal Palace,0,2.351929999999999854054522074875421822071075439453125,0.89180000000000003712585794346523471176624298095703125,l,-0.023020000000000262474486589781008660793304443359375,2.3749500000000001165290086646564304828643798828125,3.1361200000000000187583282240666449069976806640625,3,0,1,0,2018-19
2018-09-15 14:00:00,1,0.7466310000000000446362946604494936764240264892578125,2,"{att:225,def:19}",0,"{att:271,def:17}",a,Crystal Palace,3,0.7466310000000000446362946604494936764240264892578125,1.2036000000000000031974423109204508364200592041015625,w,-0.1308089999999999530899685851181857287883758544921875,0.87743999999999999772626324556767940521240234375,0.87743999999999999772626324556767940521240234375,5,1,0,0,2018-19
2018-09-22 14:00:00,0,0.930792999999999981497467160806991159915924072265625,9,"{att:271,def:29}",0,"{att:147,def:20}",h,Crystal Palace,1,0.930792999999999981497467160806991159915924072265625,1.993399999999999838706798982457257807254791259765625,d,0.7014839999999999964330754664842970669269561767578125,0.2293090000000000128199673099516076035797595977783203125,0.2293090000000000128199673099516076035797595977783203125,1,0,0,1,2018-19
2018-10-01 19:00:00,0,0.38584099999999998953370550225372426211833953857421875,11,"{att:301,def:20}",2,"{att:234,def:18}",a,Crystal Palace,0,0.38584099999999998953370550225372426211833953857421875,0.235499999999999987121412914348184131085872650146484375,l,-0.82441899999999990189536447360296733677387237548828125,1.2102599999999998914290699758566915988922119140625,1.9714300000000000157029944602982141077518463134765625,4,1,1,0,2018-19
2018-10-06 14:00:00,0,1.03713999999999995083044268540106713771820068359375,6,"{att:386,def:21}",1,"{att:148,def:25}",h,Crystal Palace,0,1.03713999999999995083044268540106713771820068359375,1.62760000000000015774048733874224126338958740234375,l,0.2814859999999999029540731498855166137218475341796875,0.7556540000000000478763695355155505239963531494140625,0.7556540000000000478763695355155505239963531494140625,4,0,1,0,2018-19
2018-10-21 15:00:00,0,0.740566999999999975301534504978917539119720458984375,5,"{att:176,def:20}",2,"{att:266,def:30}",a,Crystal Palace,0,1.5017400000000000748201500755385495722293853759765625,1.059699999999999864286337469820864498615264892578125,l,-1.18737300000000001176658770418725907802581787109375,1.927939999999999987068122209166176617145538330078125,1.927939999999999987068122209166176617145538330078125,10,0,1,0,2018-19
2018-10-28 12:30:00,0,0.8588489999999999735535993750090710818767547607421875,6,"{att:224,def:30}",2,"{att:342,def:22}",h,Crystal Palace,1,2.3811499999999998777866494492627680301666259765625,2.54629999999999956372676024329848587512969970703125,d,0.013651999999999997470467860694043338298797607421875,0.8451969999999999760831315143150277435779571533203125,0.8451969999999999760831315143150277435779571533203125,2,2,0,1,2018-19
2018-11-04 16:00:00,0,0.454546999999999978836484615385415963828563690185546875,4,"{att:181,def:18}",3,"{att:533,def:27}",a,Crystal Palace,0,0.454546999999999978836484615385415963828563690185546875,0.353099999999999969446662362315692007541656494140625,l,-1.4328629999999999977688958097132854163646697998046875,1.88741000000000003211653165635652840137481689453125,1.88741000000000003211653165635652840137481689453125,9,1,1,0,2018-19
2018-11-10 17:30:00,0,0.6880159999999999609343603879096917808055877685546875,6,"{att:144,def:20}",1,"{att:343,def:27}",h,Crystal Palace,0,0.6880159999999999609343603879096917808055877685546875,0.61980000000000001758593271006247960031032562255859375,l,-0.8657939999999999525215343965101055800914764404296875,1.553809999999999913455894784419797360897064208984375,1.553809999999999913455894784419797360897064208984375,1,0,1,0,2018-19
2018-11-24 15:00:00,0,1.0529200000000000780886466600350104272365570068359375,4,"{att:140,def:27}",0,"{att:262,def:15}",a,Crystal Palace,1,1.0529200000000000780886466600350104272365570068359375,1.11310000000000020037305148434825241565704345703125,d,-0.2895299999999998430411096705938689410686492919921875,1.342449999999999921129756330628879368305206298828125,1.342449999999999921129756330628879368305206298828125,12,0,0,1,2018-19
2018-12-01 15:00:00,1,2.037850000000000161293201017542742192745208740234375,10,"{att:256,def:23}",0,"{att:178,def:13}",h,Crystal Palace,3,2.037850000000000161293201017542742192745208740234375,2.5617000000000000881072992342524230480194091796875,w,1.73537300000000005439915184979327023029327392578125,0.30247699999999999587174670523381792008876800537109375,0.30247699999999999587174670523381792008876800537109375,2,2,0,0,2018-19
