date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2018-08-11 19:30:00,0,0.891038,4,"{att:312,def:20}",0.715382,2,"{att:228,def:9}",h,Wolves,1,1.4520999999999999463540234501124359667301177978515625,d,0.17565600000000003,2,0.715382,2,0,1,2018-19,0.891038
2018-08-18 17:00:00,0,1.09349,6,"{att:277,def:18}",0.222843,2,"{att:221,def:31}",a,Wolves,0,2.2446999999999999175770426518283784389495849609375,l,0.8706470000000001,4,0.222843,0,1,0,2018-19,1.09349
2018-08-25 14:30:00,0,1.26376,2,"{att:123,def:18}",1.84293,1,"{att:366,def:16}",h,Wolves,1,0.923799999999999954525264911353588104248046875,d,-0.57917,10,1.84293,1,0,1,2018-19,1.26376
2018-09-01 14:00:00,1,1.22301,4,"{att:301,def:21}",0.888887,0,"{att:269,def:26}",a,Wolves,3,1.667100000000000026290081223123706877231597900390625,w,0.33412299999999995,7,0.888887,1,0,0,2018-19,1.22301
2018-09-16 12:30:00,1,3.3916,11,"{att:287,def:16}",0.208994,0,"{att:226,def:13}",h,Wolves,3,2.9260999999999999232613845379091799259185791015625,w,3.182606,3,0.208994,1,0,0,2018-19,3.3916
2018-09-22 14:00:00,0,1.1185,7,"{att:199,def:12}",0.62283,1,"{att:393,def:22}",a,Wolves,1,1.8388999999999999790389892950770445168018341064453125,d,0.49567000000000005,12,0.62283,1,0,1,2018-19,1.1185
2018-09-29 14:00:00,1,1.42507,5,"{att:257,def:21}",0.679627,0,"{att:263,def:25}",h,Wolves,3,1.977700000000000013500311979441903531551361083984375,w,0.7454430000000001,9,0.679627,2,0,0,2018-19,1.42507
2018-10-06 14:00:00,1,0.755654,4,"{att:148,def:25}",1.03714,0,"{att:386,def:21}",a,Wolves,3,1.014699999999999935340611045830883085727691650390625,w,-0.2814859999999999,6,1.03714,1,0,0,2018-19,0.755654
2018-10-20 14:00:00,0,0.47391,8,"{att:232,def:17}",1.0684,2,"{att:306,def:30}",h,Wolves,0,0.76119999999999998774313780813827179372310638427734375,l,-0.59449,4,1.0684,0,1,0,2018-19,0.47391
2018-10-27 14:00:00,0,1.38027,4,"{att:253,def:16}",1.01337,1,"{att:199,def:36}",a,Wolves,0,1.6218000000000001303845920119783841073513031005859375,l,0.3669,6,1.01337,0,1,0,2018-19,1.38027
2018-11-03 19:45:00,0,2.40643,4,"{att:256,def:18}",1.63123,3,"{att:306,def:30}",h,Wolves,0,1.991400000000000058975047068088315427303314208984375,l,-0.747138,4,1.63123,2,1,0,2018-19,0.884092
2018-11-11 16:30:00,0,1.86549,8,"{att:141,def:23}",0.965843,1,"{att:418,def:20}",a,Wolves,1,2.111000000000000209610107049229554831981658935546875,d,0.8996470000000001,11,0.965843,1,0,1,2018-19,1.86549
2018-11-25 16:00:00,0,0.701036,5,"{att:241,def:29}",0.627281,2,"{att:302,def:20}",h,Wolves,0,1.357299999999999950972551232553087174892425537109375,l,0.07375500000000001,5,0.627281,0,1,0,2018-19,0.701036
2018-11-30 20:00:00,0,0.987623,7,"{att:164,def:18}",1.09264,2,"{att:125,def:22}",a,Wolves,0,1.2258999999999999896971303314785473048686981201171875,l,-0.10501700000000003,5,1.09264,1,1,0,2018-19,0.987623
2018-12-05 19:45:00,1,0.682893,3,"{att:157,def:22}",1.10702,1,"{att:408,def:34}",h,Wolves,3,0.96969999999999989537258215932524763047695159912109375,w,-0.4241269999999999,5,1.10702,2,0,0,2018-19,0.682893
2018-12-09 16:00:00,1,1.57799,3,"{att:252,def:14}",0.4601,1,"{att:264,def:15}",a,Wolves,3,2.345099999999999962341235004714690148830413818359375,w,1.11789,5,0.4601,2,0,0,2018-19,1.57799
2018-12-15 15:00:00,1,2.02223,3,"{att:220,def:11}",0.52685,0,"{att:396,def:26}",h,Wolves,3,2.56299999999999972288833305356092751026153564453125,w,1.49538,4,0.52685,2,0,0,2018-19,2.02223
2018-12-21 20:00:00,0,0.763821,3,"{att:229,def:15}",2.16356,2,"{att:368,def:26}",h,Wolves,0,0.4553000000000000380140363631653599441051483154296875,l,-1.3997389999999998,10,2.16356,0,1,0,2018-19,0.763821
2018-12-26 12:30:00,0,1.35896,2,"{att:432,def:20}",1.2769,1,"{att:150,def:19}",a,Wolves,1,1.4451999999999998181010596454143524169921875,d,0.08206000000000002,4,1.2769,1,0,1,2018-19,1.35896
2018-12-29 15:00:00,1,1.20867,5,"{att:236,def:26}",0.277704,1,"{att:417,def:10}",a,Wolves,3,2.25039999999999995594635038287378847599029541015625,w,0.930966,3,0.277704,3,0,0,2018-19,1.20867
2019-01-02 19:45:00,0,0.656255,2,"{att:313,def:22}",1.94658,2,"{att:273,def:26}",h,Wolves,0,0.39610000000000000763833440942107699811458587646484375,l,-0.5291649999999999,3,1.18542,0,1,0,2018-19,0.656255
2019-01-14 20:00:00,0,0.0985446,1,"{att:158,def:26}",3.11947,3,"{att:305,def:7}",a,Wolves,0,0.0208000000000000025146551507759795640595257282257080078125,l,-2.2597554,21,2.3583,0,1,0,2018-19,0.0985446
2019-01-19 12:30:00,1,2.21719,8,"{att:196,def:22}",1.33831,3,"{att:219,def:24}",h,Wolves,3,2.01259999999999994457766661071218550205230712890625,w,0.8788799999999999,9,1.33831,4,0,0,2018-19,2.21719
