date,wins,x_g,deep,ppda_allowed,x_g_a,missed,ppda,h_a,team,pts,xpts,result,npx_g_d,deep_allowed,npx_g_a,scored,loses,draws,season,npx_g
2016-08-14 16:30:00,1,1.91105,4,"{att:351,def:24}",0.522847,1,"{att:263,def:25}",a,Man Utd,3,2.5175999999999998379962562466971576213836669921875,w,1.3882029999999999,3,0.522847,3,0,0,2016-17,1.91105
2016-08-19 23:00:00,1,1.36553,9,"{att:213,def:31}",0.613233,0,"{att:258,def:15}",h,Man Utd,3,2.076899999999999746336243333644233644008636474609375,w,-0.008870000000000045,8,0.613233,2,0,0,2016-17,0.604363
2016-08-27 20:30:00,1,2.47208,15,"{att:249,def:13}",0.268815,0,"{att:237,def:20}",a,Man Utd,3,2.84109999999999995878852132591418921947479248046875,w,2.203265,2,0.268815,1,0,0,2016-17,2.47208
2016-09-10 15:30:00,0,1.01013,8,"{att:177,def:35}",1.88688,2,"{att:299,def:27}",h,Man Utd,0,0.7117999999999999882760448599583469331264495849609375,l,-0.8767499999999999,11,1.88688,1,1,0,2016-17,1.01013
2016-09-18 15:00:00,0,1.41359,6,"{att:241,def:21}",1.74506,3,"{att:109,def:18}",a,Man Utd,0,1.075699999999999878497192185022868216037750244140625,l,0.42969499999999994,4,0.983895,1,1,0,2016-17,1.41359
2016-09-24 15:30:00,1,2.45604,11,"{att:428,def:22}",0.286966,1,"{att:153,def:22}",h,Man Utd,3,2.843599999999999905497816143906675279140472412109375,w,2.1690739999999997,11,0.286966,4,0,0,2016-17,2.45604
2016-10-02 15:00:00,0,2.80988,11,"{att:274,def:13}",1.20043,1,"{att:122,def:29}",h,Man Utd,1,2.459499999999999797495320308371447026729583740234375,d,1.60945,6,1.20043,1,0,1,2016-17,2.80988
2016-10-17 23:00:00,0,0.537762,1,"{att:149,def:33}",0.270441,0,"{att:351,def:38}",a,Man Utd,1,1.5868999999999999772626324556767940521240234375,d,0.267321,10,0.270441,0,0,1,2016-17,0.537762
2016-10-23 19:00:00,0,0.742805,9,"{att:227,def:25}",2.25192,4,"{att:233,def:36}",a,Man Utd,0,0.396900000000000030553337637684307992458343505859375,l,-1.509115,4,2.25192,0,1,0,2016-17,0.742805
2016-10-29 18:00:00,0,2.72391,20,"{att:314,def:15}",0.327957,0,"{att:110,def:13}",h,Man Utd,1,2.74980000000000046611603465862572193145751953125,d,2.395953,4,0.327957,0,0,1,2016-17,2.72391
2016-11-06 19:00:00,1,1.00006,10,"{att:452,def:17}",0.51266,1,"{att:292,def:25}",a,Man Utd,3,1.84100000000000019184653865522705018520355224609375,w,0.48739999999999994,1,0.51266,3,0,0,2016-17,1.00006
2016-11-19 16:30:00,0,0.511462,4,"{att:192,def:18}",0.575813,1,"{att:262,def:41}",h,Man Utd,1,1.16800000000000014921397450962103903293609619140625,d,-0.06435100000000005,5,0.575813,1,0,1,2016-17,0.511462
2016-11-27 20:30:00,0,1.44452,15,"{att:301,def:23}",0.749388,1,"{att:123,def:34}",h,Man Utd,1,1.8940000000000001278976924368180334568023681640625,d,0.695132,4,0.749388,1,0,1,2016-17,1.44452
2016-12-04 20:00:00,0,0.541299,6,"{att:225,def:27}",1.64985,1,"{att:186,def:28}",a,Man Utd,1,0.436900000000000066080474425689317286014556884765625,d,-0.347384,2,0.888683,1,0,1,2016-17,0.541299
2016-12-11 18:15:00,1,1.04894,11,"{att:100,def:24}",0.720341,0,"{att:183,def:30}",h,Man Utd,3,1.6266999999999998127719891272136010229587554931640625,w,0.328599,1,0.720341,1,0,0,2016-17,1.04894
2016-12-15 00:00:00,1,1.27306,13,"{att:308,def:19}",0.710324,1,"{att:223,def:29}",a,Man Utd,3,1.856199999999999850075482754618860781192779541015625,w,0.5627360000000001,3,0.710324,2,0,0,2016-17,1.27306
2016-12-17 21:30:00,1,0.983306,6,"{att:335,def:21}",0.600426,0,"{att:186,def:23}",a,Man Utd,3,1.70389999999999997015720509807579219341278076171875,w,0.38288,3,0.600426,2,0,0,2016-17,0.983306
2016-12-26 19:00:00,1,2.32117,14,"{att:304,def:18}",0.488541,1,"{att:196,def:11}",h,Man Utd,3,2.577100000000000168398628375143744051456451416015625,w,1.8326289999999998,1,0.488541,3,0,0,2016-17,2.32117
