date,wins,npxG,deep,ppda_allowed,missed,ppda,h_a,team,pts,xG,xpts,result,npxGD,npxGA,xGA,deep_allowed,scored,loses,draws,season
2017-08-12 15:00:00,0,2.2174800000000001176658770418725907802581787109375,16,"{att:219,def:17}",0,"{att:213,def:25}",h,Southampton,1,2.2174800000000001176658770418725907802581787109375,2.616300000000000292033064397401176393032073974609375,d,1.811284000000000116159526442061178386211395263671875,0.406196000000000001506350599811412394046783447265625,0.406196000000000001506350599811412394046783447265625,1,0,0,1,2017-18
2017-08-19 15:00:00,1,0.6200630000000000308091330225579440593719482421875,14,"{att:305,def:13}",2,"{att:131,def:27}",h,Southampton,3,2.142399999999999860023081055260263383388519287109375,1.8535000000000001474376176702207885682582855224609375,w,-0.912627000000000077051254265825264155864715576171875,1.532690000000000107860387288383208215236663818359375,1.532690000000000107860387288383208215236663818359375,1,3,0,0,2017-18
2017-08-26 15:00:00,0,0.7959110000000000351150220012641511857509613037109375,2,"{att:328,def:26}",0,"{att:149,def:13}",a,Southampton,1,0.7959110000000000351150220012641511857509613037109375,0.79169999999999995932142837773426435887813568115234375,d,-0.7201389999999998625668240492814220488071441650390625,1.51604999999999989768184605054557323455810546875,1.51604999999999989768184605054557323455810546875,5,0,0,1,2017-18
2017-09-09 15:00:00,0,0.331259000000000025654145474618417210876941680908203125,6,"{att:201,def:21}",2,"{att:192,def:19}",h,Southampton,0,0.331259000000000025654145474618417210876941680908203125,0.992999999999999882760448599583469331264495849609375,l,-0.246680999999999983618437227050890214741230010986328125,0.57794000000000000927258270166930742561817169189453125,0.57794000000000000927258270166930742561817169189453125,3,0,1,0,2017-18
2017-09-16 12:30:00,1,1.11427999999999993718802215880714356899261474609375,13,"{att:279,def:22}",0,"{att:188,def:20}",a,Southampton,3,1.11427999999999993718802215880714356899261474609375,0.7138999999999999790389892950770445168018341064453125,w,-0.918150000000000243716158365714363753795623779296875,2.032430000000000180904180524521507322788238525390625,2.032430000000000180904180524521507322788238525390625,10,1,0,0,2017-18
2017-09-23 15:00:00,0,0.8020620000000000526796384292538277804851531982421875,5,"{att:290,def:19}",1,"{att:179,def:20}",h,Southampton,0,0.8020620000000000526796384292538277804851531982421875,1.012000000000000010658141036401502788066864013671875,l,-0.2704079999999999817106299815350212156772613525390625,1.07247000000000003439026841078884899616241455078125,1.07247000000000003439026841078884899616241455078125,8,0,1,0,2017-18
2017-09-30 15:00:00,0,1.42781000000000002359001882723532617092132568359375,14,"{att:374,def:24}",2,"{att:112,def:19}",a,Southampton,0,1.42781000000000002359001882723532617092132568359375,0.540999999999999925393012745189480483531951904296875,l,-0.4923800000000000398614474761416204273700714111328125,1.9201900000000000634514663033769465982913970947265625,2.681360000000000187725390787818469107151031494140625,9,1,1,0,2017-18
2017-10-15 16:00:00,0,0.95327799999999995872457247969578020274639129638671875,9,"{att:359,def:20}",2,"{att:185,def:26}",h,Southampton,1,1.7144500000000000294875235340441577136516571044921875,2.006600000000000161293201017542742192745208740234375,d,0.002280999999999977490006131120026111602783203125,0.95099699999999998123456634857575409114360809326171875,0.95099699999999998123456634857575409114360809326171875,6,2,0,1,2017-18
2017-10-21 17:30:00,1,2.02287999999999978939513312070630490779876708984375,7,"{att:300,def:18}",0,"{att:127,def:26}",h,Southampton,3,2.02287999999999978939513312070630490779876708984375,2.584799999999999986499688020558096468448638916015625,w,1.518751999999999657831040167366154491901397705078125,0.50412800000000002054179049082449637353420257568359375,0.50412800000000002054179049082449637353420257568359375,0,1,0,0,2017-18
2017-10-29 13:30:00,0,0.54364000000000001211475364470970816910266876220703125,5,"{att:282,def:17}",1,"{att:279,def:25}",a,Southampton,1,0.54364000000000001211475364470970816910266876220703125,0.4821999999999999619859636368346400558948516845703125,d,-0.96169000000000004479971948967431671917438507080078125,1.5053300000000000569144731343840248882770538330078125,1.5053300000000000569144731343840248882770538330078125,5,1,0,1,2017-18
2017-11-04 15:00:00,0,0.78925900000000004386180307847098447382450103759765625,7,"{att:301,def:8}",1,"{att:157,def:20}",h,Southampton,0,0.78925900000000004386180307847098447382450103759765625,1.968199999999999949551465761032886803150177001953125,l,0.65151599999999998402699930011294782161712646484375,0.137743000000000004323652547100209631025791168212890625,0.137743000000000004323652547100209631025791168212890625,2,0,1,0,2017-18
2017-11-18 15:00:00,0,0.56388599999999999834443542567896656692028045654296875,3,"{att:173,def:20}",3,"{att:315,def:28}",a,Southampton,0,0.56388599999999999834443542567896656692028045654296875,0.36970000000000002859934511434403248131275177001953125,l,-1.498883999999999883101509112748317420482635498046875,2.062769999999999992468247000942938029766082763671875,2.062769999999999992468247000942938029766082763671875,12,0,1,0,2017-18
2017-11-26 13:30:00,1,1.9703399999999999803179662194452248513698577880859375,4,"{att:383,def:21}",1,"{att:166,def:14}",h,Southampton,3,1.9703399999999999803179662194452248513698577880859375,2.724200000000000176925141204264946281909942626953125,w,1.822616000000000013869794202037155628204345703125,0.1477239999999999942037476330369827337563037872314453125,0.1477239999999999942037476330369827337563037872314453125,1,4,0,0,2017-18
