date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,name,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2016-10-16,0,0,0,0,0,3,Burnley,0,126909,0,Aiden O&#039;Neill,2016,1,50,Sub,539,0,Southampton,0,0
2016-08-27,0.058964598923921585,0,0,0.058964598923921585,0,3,Burnley,0.058964598923921585,125714,0,Aiden O&#039;Neill,2016,0,32,Sub,485,1,Chelsea,0,0
2016-08-20,0,0,0,0,0,2,Liverpool,0,133970,0,Aiden O&#039;Neill,2016,0,1,Sub,473,0,Burnley,0,0
