date,wins,npxG,deep,ppda_allowed,missed,ppda,h_a,team,pts,xG,xpts,result,npxGD,npxGA,xGA,deep_allowed,scored,loses,draws,season
2017-08-12 12:30:00,0,2.1764700000000001267608240596018731594085693359375,2,"{att:206,def:14}",3,"{att:259,def:23}",h,Watford,1,2.1764700000000001267608240596018731594085693359375,1.0225999999999999534594508077134378254413604736328125,d,0.322150000000000158451030074502341449260711669921875,1.854319999999999968309793985099531710147857666015625,2.615489999999999870539113544509746134281158447265625,10,3,0,1,2017-18
2017-08-19 15:00:00,1,2.177169999999999827622332304599694907665252685546875,7,"{att:165,def:16}",0,"{att:230,def:25}",a,Watford,3,2.177169999999999827622332304599694907665252685546875,2.39909999999999978825826474349014461040496826171875,w,1.4104759999999998409947465916047804057598114013671875,0.7666939999999999866275857129949145019054412841796875,0.7666939999999999866275857129949145019054412841796875,7,2,0,0,2017-18
2017-08-26 15:00:00,0,0.28145900000000001472955091230687685310840606689453125,5,"{att:156,def:22}",0,"{att:258,def:8}",h,Watford,1,0.28145900000000001472955091230687685310840606689453125,0.6755999999999999783284465593169443309307098388671875,d,-0.6708979999999999943582906780648045241832733154296875,0.95235700000000000908784159037168137729167938232421875,0.95235700000000000908784159037168137729167938232421875,8,0,0,1,2017-18
2017-09-09 15:00:00,1,0.57794000000000000927258270166930742561817169189453125,3,"{att:192,def:19}",0,"{att:201,def:21}",a,Watford,3,0.57794000000000000927258270166930742561817169189453125,1.5305999999999999605648781653144396841526031494140625,w,0.246680999999999983618437227050890214741230010986328125,0.331259000000000025654145474618417210876941680908203125,0.331259000000000025654145474618417210876941680908203125,6,2,0,0,2017-18
2017-09-16 15:00:00,0,0.8039330000000000087112539404188282787799835205078125,1,"{att:188,def:23}",6,"{att:384,def:13}",h,Watford,0,0.8039330000000000087112539404188282787799835205078125,0.054499999999999999833466546306226518936455249786376953125,l,-2.42838699999999985124077284126542508602142333984375,3.232320000000000081996631706715561449527740478515625,3.993489999999999984225951266125775873661041259765625,16,0,1,0,2017-18
2017-09-23 15:00:00,1,1.2581700000000000105870867628254927694797515869140625,3,"{att:259,def:22}",1,"{att:249,def:26}",a,Watford,3,1.2581700000000000105870867628254927694797515869140625,1.088999999999999968025576890795491635799407958984375,w,-0.249940000000000051016968427575193345546722412109375,1.5081100000000000616040551904006861150264739990234375,1.5081100000000000616040551904006861150264739990234375,5,2,0,0,2017-18
2017-09-30 15:00:00,0,1.6246199999999999530331251662573777139186859130859375,11,"{att:322,def:20}",2,"{att:165,def:20}",a,Watford,1,1.6246199999999999530331251662573777139186859130859375,1.092799999999999993605115378159098327159881591796875,d,-0.314340000000000063806737671256996691226959228515625,1.9389600000000000168398628375143744051456451416015625,1.9389600000000000168398628375143744051456451416015625,5,2,0,1,2017-18
2017-10-14 17:30:00,1,0.8730109999999999814690454513765871524810791015625,4,"{att:264,def:23}",1,"{att:309,def:19}",h,Watford,3,1.6341799999999999659650029570912010967731475830078125,1.93949999999999977973175191436894237995147705078125,w,-0.11545700000000003182520913469488732516765594482421875,0.98846800000000001329425458607147447764873504638671875,0.98846800000000001329425458607147447764873504638671875,8,2,0,0,2017-18
2017-10-21 19:30:00,0,1.7969299999999999162270114538841880857944488525390625,8,"{att:207,def:22}",4,"{att:268,def:31}",a,Watford,0,1.7969299999999999162270114538841880857944488525390625,1.3739000000000001211475364470970816910266876220703125,l,0.0137799999999999034372422102023847401142120361328125,1.78315000000000001278976924368180334568023681640625,1.78315000000000001278976924368180334568023681640625,4,2,1,0,2017-18
2017-10-28 15:00:00,0,1.134479999999999932924765744246542453765869140625,13,"{att:295,def:9}",1,"{att:114,def:18}",h,Watford,0,1.134479999999999932924765744246542453765869140625,1.6318999999999999062083588796667754650115966796875,l,0.355596999999999940911266094190068542957305908203125,0.778882999999999992013499650056473910808563232421875,0.778882999999999992013499650056473910808563232421875,4,0,1,0,2017-18
